route_id,source,destination,variant,traffic_distance_m,traffic_duration_min,temp,tempmin,tempmax,humidity,windspeed,conditions,is_weekend,traffic_pressure,traffic_efficiency,day_of_week,hour_of_day
98,LB Nagar,Hitech City,B,27726.35,47.69,29.18,26.9,30.54,83.55,9.78,0,0,4.128,0.581391,3,1
47,Secunderabad,Hitech City,B,15936.83,28.337,29.5,26.73,30.6,92.07,4.93,2,0,6.401,0.56241,1,23
60,Secunderabad,Begumpet,C,21576.69,51.525,28.41,24.17,31.11,53.91,9.13,0,0,8.597,0.41876,1,1
4,Hyderabad,Madhapur,A,5680.47,7.04,32.35,29.21,33.95,84.62,5.82,0,0,1.983,0.80686,1,21
5,Hyderabad,Madhapur,B,6070.91,8.99,27.88,22.4,31.79,85.11,8.24,1,1,4.443,0.675294,6,5
64,Uppal,Gachibowli,A,19028.18,38.712,22.97,19.65,26.1,75.87,8.22,0,0,3.906,0.491531,5,9
86,KPHB,Hitech City,B,25536.51,66.023,32.1,26.7,35.43,82.78,6.37,1,1,9.308,0.38678,6,9
2,Hyderabad,Gachibowli,B,5141.4,8.815,23.92,20.62,26.9,72.45,9.05,0,0,4.938,0.583225,5,10
116,Kondapur,Jubilee Hills,B,32857.71,87.885,30.59,27.75,34.43,92.58,9.93,2,1,9.629,0.373873,7,22
52,Secunderabad,Banjara Hills,A,15630.66,21.231,25.79,19.85,27.9,49.02,7.31,0,0,2.173,0.736221,4,3
84,Madhapur,KPHB,C,26958.62,86.62,24.85,20.85,25.93,43.15,3.93,1,0,17.351,0.311228,2,20
59,Secunderabad,Begumpet,B,17997.06,36.635,23.05,20.49,25.46,47.48,9.2,1,0,6.107,0.491248,4,23
66,Uppal,Gachibowli,C,21644.37,58.502,27.45,24.38,28.84,60.34,10.95,0,0,9.73,0.369979,5,0
9,Hyderabad,Banjara Hills,C,7874.47,14.641,35.32,31.65,37.92,97.01,10.3,0,0,6.693,0.537853,4,21
22,Hyderabad,LB Nagar,A,9152.84,15.602,26.63,22.85,29.3,74.63,0.38,1,0,4.091,0.586644,5,17
48,Secunderabad,Hitech City,C,19412.93,74.857,30.78,25.98,31.83,78.35,8.61,1,1,20.823,0.259334,7,20
107,Dilsukhnagar,Hitech City,B,30832.61,78.996,23.8,18.27,25.37,62.7,3.89,2,0,11.068,0.390307,4,9
64,Uppal,Gachibowli,A,19100.34,35.776,28.32,23.0,29.73,70.33,4.48,1,0,4.495,0.533886,1,19
77,Madhapur,Airport,B,23412.45,62.737,30.67,27.81,33.17,66.31,4.4,1,1,9.647,0.373181,6,7
79,Madhapur,BHEL,A,22527.08,26.689,29.64,26.18,30.84,77.48,3.91,0,1,1.896,0.844066,7,16
68,Uppal,Secunderabad,B,20029.22,43.612,36.92,31.05,38.1,68.35,6.2,0,0,6.271,0.459259,5,18
87,KPHB,Hitech City,C,27555.27,53.353,34.6,30.56,36.22,47.49,8.29,0,1,6.97,0.516472,6,11
76,Madhapur,Airport,A,21697.13,27.8,33.44,29.87,34.51,68.09,4.42,0,1,2.46,0.780461,6,20
77,Madhapur,Airport,B,23349.26,56.364,27.36,21.66,31.02,46.34,1.21,2,1,8.69,0.414262,7,23
38,Gachibowli,Airport,B,14355.57,28.121,27.49,22.97,31.43,47.52,10.02,0,0,5.642,0.510501,4,8
63,Uppal,Hitech City,C,23281.66,50.49,23.63,18.85,25.63,72.96,2.89,0,1,7.807,0.461116,6,3
37,Gachibowli,Airport,A,11965.98,17.549,34.07,29.66,35.34,60.5,9.03,2,0,4.224,0.681848,3,17
14,Hyderabad,Begumpet,B,8274.48,12.107,26.74,24.34,29.67,77.37,9.97,0,0,3.511,0.68347,2,12
13,Hyderabad,Begumpet,A,8144.85,11.883,25.46,22.93,27.51,63.82,0.72,3,1,4.902,0.685398,6,8
72,Uppal,Financial District,C,25399.87,70.854,30.33,27.11,34.32,70.42,6.63,1,0,12.553,0.358482,5,12
56,Secunderabad,Gachibowli,B,17201.04,41.525,30.47,26.56,32.94,84.18,4.87,0,0,5.794,0.414229,1,3
16,Hyderabad,Kukatpally,A,8015.96,10.555,28.69,23.75,32.45,54.56,10.09,0,1,2.107,0.759419,7,16
59,Secunderabad,Begumpet,B,17966.01,38.552,34.91,32.19,38.27,75.36,2.22,2,0,7.725,0.466018,1,3
25,Hyderabad,Dilsukhnagar,A,9951.62,9.998,21.04,16.38,23.99,87.57,1.8,0,1,1.607,0.995355,7,16
22,Hyderabad,LB Nagar,A,9517.53,11.159,23.99,21.73,27.73,63.68,4.9,1,1,2.345,0.852873,6,4
29,Hyderabad,Hitech City,B,12075.5,29.199,32.11,28.83,33.24,75.65,2.59,2,0,10.446,0.413558,4,19
127,Jubilee Hills,Banjara Hills,A,32418.4,37.915,32.69,28.92,34.2,42.63,3.84,0,0,1.871,0.855021,2,12
64,Uppal,Gachibowli,A,18932.34,29.582,32.52,29.77,35.56,40.23,5.37,0,0,2.5,0.639999,4,16
47,Secunderabad,Hitech City,B,15790.67,30.955,24.66,19.82,28.26,70.78,10.37,0,1,5.646,0.510118,6,9
68,Uppal,Secunderabad,B,19793.45,32.528,32.85,27.48,36.23,54.57,0.53,1,0,4.93,0.608514,4,1
37,Gachibowli,Airport,A,12301.95,14.365,32.0,26.43,34.93,61.31,3.03,0,0,2.242,0.856385,1,19
9,Hyderabad,Banjara Hills,C,7496.03,14.539,31.34,28.15,32.82,84.02,5.76,0,0,6.982,0.515589,2,2
120,Airport,Gachibowli,C,34656.29,159.821,28.27,23.21,29.46,69.34,4.4,0,0,19.922,0.216845,5,20
53,Secunderabad,Banjara Hills,B,17180.12,34.496,28.69,25.06,32.24,80.16,2.1,1,1,7.228,0.498037,6,18
27,Hyderabad,Dilsukhnagar,C,12366.02,34.801,25.17,19.85,27.8,68.12,4.8,1,0,15.197,0.355337,1,19
78,Madhapur,Airport,C,25216.09,46.173,22.33,17.62,25.66,52.24,5.42,0,0,6.592,0.546128,3,16
129,Jubilee Hills,Banjara Hills,C,34772.0,88.455,29.92,26.05,31.45,58.98,7.22,0,0,9.158,0.393104,3,13
9,Hyderabad,Banjara Hills,C,7605.31,18.408,27.3,24.54,29.66,85.71,7.34,2,0,13.07,0.413157,2,21
30,Hyderabad,Hitech City,C,12599.9,52.22,31.55,27.06,35.31,41.09,9.49,0,0,17.904,0.241286,1,8
89,KPHB,Begumpet,B,25065.54,57.873,32.58,26.96,35.78,63.91,5.8,0,0,5.541,0.433116,3,12
123,Airport,Banjara Hills,C,34430.03,206.45,29.84,24.32,32.47,42.76,14.45,3,0,45.331,0.166772,3,20
124,Airport,Madhapur,A,31417.96,44.088,33.83,31.57,37.59,62.76,1.09,0,0,2.694,0.712621,4,8
11,Hyderabad,Secunderabad,B,7277.97,13.822,26.13,21.73,28.54,52.5,0.36,0,1,4.558,0.526534,6,16
93,KPHB,Airport,C,29126.1,89.858,28.9,26.77,30.86,49.13,2.35,0,0,11.107,0.324134,4,3
127,Jubilee Hills,Banjara Hills,A,32566.26,39.494,29.43,25.05,30.57,64.82,3.44,2,1,2.911,0.824586,6,2
110,Dilsukhnagar,Gachibowli,B,31394.05,63.95,24.38,20.14,26.86,88.64,3.89,1,0,7.333,0.490914,2,10
29,Hyderabad,Hitech City,B,12008.49,24.517,27.52,23.6,30.72,96.21,8.13,3,0,8.575,0.489794,3,11
4,Hyderabad,Madhapur,A,5626.43,7.29,31.45,27.39,33.05,53.84,6.61,0,0,2.073,0.771838,1,15
27,Hyderabad,Dilsukhnagar,C,12297.6,19.873,25.79,22.35,28.54,53.58,9.9,0,0,5.818,0.61881,1,2
109,Dilsukhnagar,Gachibowli,A,27752.54,37.387,24.35,21.33,27.14,62.51,7.37,0,0,2.155,0.742305,2,5
5,Hyderabad,Madhapur,B,5811.69,10.906,32.65,28.01,34.83,73.82,4.33,0,0,5.404,0.532895,4,19
123,Airport,Banjara Hills,C,34825.18,95.898,28.42,24.6,31.29,59.2,13.49,0,0,9.913,0.363149,2,16
84,Madhapur,KPHB,C,27134.81,58.994,36.43,32.16,38.1,86.05,10.0,1,1,9.783,0.459959,6,4
131,Jubilee Hills,Kondapur,B,34742.12,64.753,31.59,28.73,33.26,61.79,1.77,0,1,4.473,0.536531,6,4
105,Dilsukhnagar,Airport,C,31869.68,95.344,27.2,21.7,31.09,82.21,2.35,1,1,13.463,0.334259,6,11
111,Dilsukhnagar,Gachibowli,C,32194.94,162.06,28.93,24.05,32.58,62.52,5.66,1,0,27.182,0.19866,3,10
85,KPHB,Hitech City,A,23580.16,31.66,33.11,29.84,36.74,50.83,2.58,0,0,2.148,0.744795,4,22
127,Jubilee Hills,Banjara Hills,A,32591.21,44.578,24.39,20.66,26.74,54.52,6.04,3,0,3.83,0.731108,2,4
57,Secunderabad,Gachibowli,C,20108.16,87.152,26.3,23.76,28.96,57.98,9.64,3,0,27.305,0.230726,5,3
25,Hyderabad,Dilsukhnagar,A,9486.73,10.684,25.42,22.71,27.85,62.15,10.44,1,1,2.252,0.887956,6,3
94,LB Nagar,Gachibowli,A,25023.26,28.809,30.65,28.61,33.58,56.98,7.13,3,1,3.224,0.868599,7,13
27,Hyderabad,Dilsukhnagar,C,12744.16,29.358,23.57,17.84,25.35,76.03,5.32,0,0,9.952,0.434089,5,20
122,Airport,Banjara Hills,B,33906.6,78.184,32.72,29.83,36.24,73.98,11.1,2,0,8.301,0.433678,5,5
77,Madhapur,Airport,B,23630.14,53.366,26.28,21.63,28.33,84.43,2.59,0,0,5.42,0.442793,2,4
108,Dilsukhnagar,Hitech City,C,31761.58,73.318,29.64,25.29,31.11,75.92,0.4,1,0,10.388,0.433204,5,3
64,Uppal,Gachibowli,A,18845.37,34.652,34.9,29.14,38.47,68.3,12.05,0,0,2.942,0.543851,1,12
78,Madhapur,Airport,C,24846.46,50.948,30.14,26.81,32.38,43.29,9.26,1,1,9.227,0.487683,6,16
20,Hyderabad,Uppal,B,9094.58,14.984,29.61,25.6,33.6,69.55,10.55,0,1,3.954,0.606947,7,21
1,Hyderabad,Gachibowli,A,5075.59,8.713,32.73,26.85,34.52,54.64,5.92,1,0,4.12,0.582534,4,18
92,KPHB,Airport,B,27571.24,39.895,31.61,28.89,32.65,77.91,7.18,0,1,3.473,0.691103,6,3
38,Gachibowli,Airport,B,14327.8,22.27,31.33,26.06,34.2,35.34,1.3,0,0,3.73,0.64338,1,4
91,KPHB,Airport,A,24069.27,27.053,23.64,21.2,27.45,45.47,8.0,0,0,1.798,0.889713,5,1
30,Hyderabad,Hitech City,C,12909.51,52.12,27.48,25.35,30.49,83.0,6.54,1,0,21.802,0.247688,4,20
71,Uppal,Financial District,B,21299.04,44.825,30.43,26.73,33.77,68.16,11.17,1,0,7.576,0.475163,3,8
10,Hyderabad,Secunderabad,A,6740.1,6.572,23.58,19.73,25.24,76.59,6.21,0,0,1.56,1.025537,2,13
116,Kondapur,Jubilee Hills,B,32573.66,70.296,29.7,25.15,33.12,58.4,6.56,0,1,5.179,0.463381,7,12
74,Madhapur,Jubilee Hills,B,21194.89,50.461,36.79,32.83,39.22,50.82,10.65,0,0,5.714,0.420026,3,16
76,Madhapur,Airport,A,21166.55,31.762,23.08,17.48,24.99,80.33,3.01,2,0,3.601,0.666415,1,0
31,Gachibowli,Madhapur,A,11493.15,19.444,37.25,31.9,38.62,69.3,4.12,1,0,4.06,0.591086,5,18
42,Gachibowli,Kondapur,C,17083.77,95.728,35.27,33.06,36.28,56.43,7.89,1,0,30.259,0.178462,2,17
128,Jubilee Hills,Banjara Hills,B,34802.32,67.013,31.57,26.14,35.2,59.99,7.09,0,1,4.621,0.519338,6,22
70,Uppal,Financial District,A,20523.0,34.57,27.6,22.28,30.55,42.07,5.48,0,0,2.695,0.593666,4,0
15,Hyderabad,Begumpet,C,9791.44,29.044,32.01,27.99,33.78,49.05,6.35,3,0,18.687,0.33713,4,2
131,Jubilee Hills,Kondapur,B,34797.45,63.711,36.52,31.56,39.61,81.91,10.54,0,0,4.394,0.546175,3,14
15,Hyderabad,Begumpet,C,9749.21,23.749,23.65,18.1,26.25,73.48,2.89,1,0,10.962,0.410512,5,3
118,Airport,Gachibowli,A,30533.4,42.276,33.35,30.27,34.36,84.04,11.33,1,0,3.323,0.722236,4,8
65,Uppal,Gachibowli,B,20120.94,39.296,27.53,23.21,31.25,80.16,10.0,1,0,5.859,0.512036,1,4
112,Kondapur,Financial District,A,29568.53,36.573,24.93,19.68,27.88,53.22,5.19,0,0,1.979,0.808485,3,2
7,Hyderabad,Banjara Hills,A,6043.94,7.082,32.13,29.55,35.64,61.03,5.78,1,0,2.343,0.853481,2,13
103,Dilsukhnagar,Airport,A,26351.32,35.534,23.83,18.24,26.98,85.97,5.39,0,0,2.158,0.741585,5,4
21,Hyderabad,Uppal,C,10449.48,28.828,28.51,25.54,31.14,45.46,4.65,1,0,12.414,0.362481,1,22
30,Hyderabad,Hitech City,C,12558.67,50.788,30.1,25.8,31.65,57.33,12.17,0,0,17.47,0.247278,4,8
17,Hyderabad,Kukatpally,B,8669.54,14.808,28.69,23.49,32.1,48.07,2.89,0,0,4.099,0.585472,1,22
1,Hyderabad,Gachibowli,A,5116.97,6.919,25.06,19.97,26.45,91.97,0.22,0,1,2.163,0.739604,7,1
100,LB Nagar,Banjara Hills,A,26615.0,34.347,33.47,30.06,35.74,42.55,3.65,0,0,2.065,0.774881,3,13
81,Madhapur,BHEL,C,27310.78,112.429,30.25,26.51,33.63,49.63,10.87,0,0,17.784,0.242917,1,10
96,LB Nagar,Gachibowli,C,31917.47,60.981,33.16,27.62,35.79,45.07,7.57,0,0,6.878,0.5234,5,21
74,Madhapur,Jubilee Hills,B,20960.2,59.13,25.26,21.28,27.55,67.26,0.42,0,0,8.125,0.354479,1,8
92,KPHB,Airport,B,27076.68,61.707,27.79,22.65,31.07,75.06,6.97,2,0,9.845,0.438794,2,17
57,Secunderabad,Gachibowli,C,20392.83,95.886,26.96,24.95,28.23,43.38,5.64,1,0,25.391,0.212677,2,20
130,Jubilee Hills,Kondapur,A,33263.33,39.696,32.17,28.21,35.87,44.75,7.68,0,0,1.909,0.837945,3,1
18,Hyderabad,Kukatpally,C,9356.1,37.462,27.33,22.9,30.38,72.59,2.21,0,0,17.297,0.249749,1,8
22,Hyderabad,LB Nagar,A,9457.32,11.766,34.49,31.44,36.34,40.93,4.55,1,1,2.488,0.803774,6,23
57,Secunderabad,Gachibowli,C,20157.98,63.671,35.52,30.65,37.84,54.79,4.61,1,1,14.214,0.316598,7,16
75,Madhapur,Jubilee Hills,C,26560.66,82.515,31.07,27.73,34.97,61.94,8.99,3,0,19.572,0.321889,5,21
122,Airport,Banjara Hills,B,33819.56,82.097,27.91,23.32,29.04,69.09,7.87,0,0,6.991,0.411945,4,18
18,Hyderabad,Kukatpally,C,9282.19,35.575,22.75,19.24,25.76,85.8,8.89,0,1,16.557,0.260922,7,9
104,Dilsukhnagar,Airport,B,30372.11,52.387,23.78,19.59,25.53,45.38,6.79,1,0,5.175,0.579761,3,16
38,Gachibowli,Airport,B,14419.01,22.449,22.92,20.51,25.21,89.45,8.91,0,0,3.737,0.642302,3,13
119,Airport,Gachibowli,B,32051.92,59.087,33.58,29.95,36.68,51.22,3.85,0,0,4.424,0.542449,5,3
96,LB Nagar,Gachibowli,C,32345.06,98.524,33.99,29.76,36.18,86.44,2.67,2,0,19.738,0.328295,5,9
57,Secunderabad,Gachibowli,C,20125.8,83.082,34.23,32.02,36.21,79.06,3.14,3,1,26.007,0.242241,7,2
28,Hyderabad,Hitech City,A,10897.98,10.626,22.81,20.19,26.73,92.64,7.97,0,0,1.56,1.025629,4,4
119,Airport,Gachibowli,B,32106.82,67.796,23.49,18.14,26.53,79.91,4.88,2,0,7.602,0.473577,3,4
22,Hyderabad,LB Nagar,A,9494.73,12.44,24.87,22.58,27.08,83.66,5.8,0,1,2.096,0.76327,6,4
87,KPHB,Hitech City,C,27367.93,80.632,32.85,30.62,35.47,57.69,10.12,0,1,12.728,0.339417,7,9
30,Hyderabad,Hitech City,C,12471.21,35.149,25.73,21.36,29.49,68.75,9.86,1,0,12.683,0.354814,2,23
25,Hyderabad,Dilsukhnagar,A,9683.39,11.221,29.48,26.71,30.85,87.54,0.98,0,0,1.854,0.862947,1,6
38,Gachibowli,Airport,B,14352.82,20.292,28.02,23.78,30.12,81.45,0.98,1,1,4.241,0.707304,6,11
9,Hyderabad,Banjara Hills,C,7394.52,17.642,33.61,30.31,35.93,59.08,2.96,2,0,12.884,0.419132,2,2
106,Dilsukhnagar,Hitech City,A,28553.19,33.72,26.53,20.93,29.43,39.75,10.0,0,1,2.267,0.846785,7,7
69,Uppal,Secunderabad,C,25177.79,63.929,25.28,21.25,28.22,51.2,5.02,0,0,9.141,0.393842,5,12
69,Uppal,Secunderabad,C,25221.59,108.948,32.54,26.84,35.2,85.92,6.56,1,0,23.326,0.231502,1,17
36,Gachibowli,Banjara Hills,C,15153.89,50.723,27.77,25.62,31.33,71.45,8.57,0,1,14.46,0.29876,7,10
88,KPHB,Begumpet,A,24260.11,32.85,32.92,30.11,34.22,38.14,12.25,0,1,2.167,0.73851,7,0
74,Madhapur,Jubilee Hills,B,21025.8,61.15,33.9,29.88,37.84,78.55,6.56,1,0,10.47,0.343839,1,20
38,Gachibowli,Airport,B,14126.74,22.397,33.05,30.53,36.07,76.2,5.61,1,0,4.756,0.630752,1,1
47,Secunderabad,Hitech City,B,16157.55,38.292,28.71,23.77,31.45,79.73,1.16,1,0,8.532,0.421957,5,18
113,Kondapur,Financial District,B,31263.24,53.144,32.79,29.22,35.77,58.47,8.28,1,0,5.1,0.588275,4,2
32,Gachibowli,Madhapur,B,11758.53,25.497,30.1,24.42,31.29,63.52,7.34,0,1,5.204,0.461165,6,5
1,Hyderabad,Gachibowli,A,5086.63,7.236,27.23,23.15,30.34,59.39,5.93,0,0,2.276,0.70296,3,5
55,Secunderabad,Gachibowli,A,16803.77,21.891,38.18,33.39,42.16,81.63,6.45,0,0,2.084,0.767598,4,6
30,Hyderabad,Hitech City,C,12329.69,38.586,31.36,26.72,35.11,86.56,12.72,1,1,14.083,0.319536,7,15
45,Gachibowli,Financial District,C,16650.24,94.062,29.17,25.36,32.08,61.98,5.81,3,1,42.709,0.177013,6,10
119,Airport,Gachibowli,B,31895.91,61.873,33.78,30.89,35.71,85.15,10.91,0,0,4.656,0.515508,4,16
58,Secunderabad,Begumpet,A,17475.05,20.269,29.92,24.97,33.76,83.0,5.87,0,0,1.856,0.862177,5,22
118,Airport,Gachibowli,A,30583.24,38.171,23.01,19.44,26.57,84.61,2.32,1,0,2.496,0.801216,2,22
101,LB Nagar,Banjara Hills,B,27692.96,59.227,22.89,17.76,24.42,77.88,2.79,0,0,6.159,0.467571,3,9
107,Dilsukhnagar,Hitech City,B,30685.11,68.643,24.52,18.99,27.54,75.99,3.0,0,0,6.443,0.447023,1,9
78,Madhapur,Airport,C,25074.79,82.382,22.04,17.12,24.52,89.16,12.18,1,0,17.741,0.304373,2,18
53,Secunderabad,Banjara Hills,B,17569.77,28.947,36.47,34.33,38.95,74.36,7.28,0,0,3.954,0.606971,4,22
93,KPHB,Airport,C,28955.54,138.773,30.25,25.72,33.3,84.64,11.54,1,0,25.88,0.208653,4,20
43,Gachibowli,Financial District,A,14842.57,16.826,29.69,26.71,33.13,67.02,7.85,0,1,1.814,0.882124,7,16
7,Hyderabad,Banjara Hills,A,6035.85,7.67,34.33,30.08,36.94,67.64,6.32,0,0,2.033,0.786969,1,14
2,Hyderabad,Gachibowli,B,5448.48,7.796,29.8,27.02,33.26,71.29,1.2,0,0,3.434,0.698911,2,21
80,Madhapur,BHEL,B,24738.6,56.764,31.7,27.64,34.2,73.53,12.39,2,1,8.26,0.435813,6,12
5,Hyderabad,Madhapur,B,5837.75,9.365,28.71,23.56,31.35,66.96,3.69,0,0,3.85,0.623389,4,12
75,Madhapur,Jubilee Hills,C,26658.03,62.849,31.3,26.95,33.52,72.65,4.94,1,0,10.609,0.424162,4,13
92,KPHB,Airport,B,27343.99,54.034,30.15,27.49,33.63,52.63,6.4,0,0,5.691,0.506048,2,17
85,KPHB,Hitech City,A,23310.74,29.15,24.45,20.01,26.71,78.55,9.36,2,1,3.001,0.799687,6,4
129,Jubilee Hills,Banjara Hills,C,35005.45,84.103,30.3,25.87,31.35,84.78,2.54,0,0,8.649,0.416219,2,3
98,LB Nagar,Hitech City,B,27785.64,46.038,30.09,24.39,31.24,67.4,12.33,1,1,4.971,0.603539,7,13
82,Madhapur,KPHB,A,23258.04,30.377,23.0,18.94,24.66,55.58,12.68,1,1,2.612,0.765651,6,21
59,Secunderabad,Begumpet,B,17695.47,38.855,27.61,22.17,29.15,53.83,8.27,1,1,7.905,0.455425,7,19
86,KPHB,Hitech City,B,24987.41,64.173,35.03,30.14,37.46,52.78,6.69,1,0,9.246,0.389377,4,10
58,Secunderabad,Begumpet,A,17306.26,23.736,30.11,24.36,32.05,57.5,10.89,2,0,3.95,0.729112,2,17
7,Hyderabad,Banjara Hills,A,5993.49,7.171,35.11,31.66,36.88,70.48,2.65,0,1,1.914,0.835827,6,14
6,Hyderabad,Madhapur,C,6734.55,13.592,25.37,21.13,28.97,83.74,3.13,0,1,7.265,0.495497,7,4
15,Hyderabad,Begumpet,C,9628.95,21.527,31.03,25.5,32.66,45.4,4.69,0,0,8.048,0.447291,5,22
79,Madhapur,BHEL,A,22559.8,27.967,32.53,28.0,35.09,40.42,0.55,0,1,1.984,0.806647,6,1
2,Hyderabad,Gachibowli,B,4911.01,7.316,31.12,28.43,33.62,63.76,7.31,1,0,4.469,0.671295,3,23
82,Madhapur,KPHB,A,23155.77,32.874,25.08,19.36,28.74,79.49,9.28,0,0,2.726,0.704378,4,19
42,Gachibowli,Kondapur,C,17152.02,55.566,36.25,30.71,38.18,40.18,1.13,0,0,11.663,0.308678,4,3
125,Airport,Madhapur,B,35327.23,77.3,34.6,29.99,37.1,49.67,13.57,0,0,6.302,0.457016,3,7
74,Madhapur,Jubilee Hills,B,20996.19,54.928,32.04,29.18,34.07,72.64,5.41,3,1,10.988,0.382247,6,13
90,KPHB,Begumpet,C,30864.37,71.265,21.6,19.06,23.28,55.11,9.66,0,1,8.312,0.433094,7,15
106,Dilsukhnagar,Hitech City,A,28675.77,34.902,24.48,19.03,27.79,65.71,4.36,0,0,1.947,0.8216,3,1
124,Airport,Madhapur,A,31271.44,41.032,28.45,23.24,30.97,77.0,4.12,1,0,2.624,0.762117,3,4
121,Airport,Banjara Hills,A,30430.08,37.603,26.28,20.38,30.19,54.54,4.72,0,1,1.977,0.809236,6,5
94,LB Nagar,Gachibowli,A,25064.14,28.305,31.19,28.23,32.75,90.02,4.44,1,0,2.259,0.885518,3,22
24,Hyderabad,LB Nagar,C,11673.11,36.023,26.9,24.58,30.7,65.66,5.56,1,1,13.887,0.324049,6,22
69,Uppal,Secunderabad,C,25296.46,80.081,34.32,28.54,36.21,76.36,5.13,1,1,14.246,0.315884,6,13
38,Gachibowli,Airport,B,14200.69,30.267,36.34,33.15,37.67,86.05,13.27,1,0,7.673,0.469183,2,20
47,Secunderabad,Hitech City,B,15988.26,39.009,28.51,24.44,31.4,90.71,9.0,1,0,8.783,0.409863,1,17
80,Madhapur,BHEL,B,24823.54,52.114,30.81,28.42,32.51,54.16,4.28,1,1,6.298,0.476334,6,0
86,KPHB,Hitech City,B,25463.14,55.848,34.22,30.42,36.05,78.32,0.16,1,0,6.58,0.455937,4,15
100,LB Nagar,Banjara Hills,A,26776.33,34.529,31.24,28.07,34.13,65.27,4.59,2,0,3.095,0.775472,4,21
30,Hyderabad,Hitech City,C,12560.97,49.802,29.56,27.55,33.5,76.54,5.71,0,0,17.128,0.252219,2,19
120,Airport,Gachibowli,C,34404.67,111.913,32.46,28.81,33.51,88.02,1.37,1,0,14.638,0.307423,3,0
70,Uppal,Financial District,A,20478.89,38.189,26.39,22.87,28.45,70.04,0.21,1,0,4.476,0.536245,1,10
93,KPHB,Airport,C,29032.68,112.426,23.72,20.82,24.91,47.19,5.92,0,0,16.729,0.258239,5,20
94,LB Nagar,Gachibowli,A,25288.1,29.154,32.53,28.98,34.14,76.29,8.71,1,0,2.306,0.867401,4,12
82,Madhapur,KPHB,A,23426.75,38.141,35.16,32.15,39.11,47.37,0.85,0,0,3.126,0.614218,2,17
91,KPHB,Airport,A,24324.3,34.551,35.47,32.53,37.71,74.26,9.22,1,0,2.841,0.704017,1,5
98,LB Nagar,Hitech City,B,27838.4,54.383,32.75,28.38,36.75,63.58,2.44,1,0,5.861,0.511897,2,4
7,Hyderabad,Banjara Hills,A,5993.48,7.979,35.4,32.38,38.82,83.64,5.37,1,1,3.195,0.751193,7,18
39,Gachibowli,Airport,C,15047.4,51.809,28.77,25.93,31.12,38.08,1.78,0,1,14.874,0.290443,6,8
19,Hyderabad,Uppal,A,8769.24,10.963,35.26,30.27,37.87,64.63,6.67,0,0,2.0,0.799861,4,23
111,Dilsukhnagar,Gachibowli,C,31931.46,111.264,30.85,28.2,33.83,84.09,8.09,1,0,15.68,0.286988,1,16
126,Airport,Madhapur,C,34871.45,90.889,32.92,27.26,35.76,37.09,8.64,2,0,14.075,0.383672,3,6
79,Madhapur,BHEL,A,22361.92,31.486,34.22,32.2,35.62,48.05,4.87,0,0,2.703,0.71022,2,8
19,Hyderabad,Uppal,A,8762.13,9.501,35.06,31.68,37.11,45.47,16.85,0,0,1.735,0.92219,3,14
45,Gachibowli,Financial District,C,16699.55,78.527,22.73,20.68,26.33,84.74,8.73,1,1,25.393,0.21266,7,20
81,Madhapur,BHEL,C,26805.2,79.653,35.06,32.52,36.94,51.72,7.67,0,0,10.698,0.336526,3,12
4,Hyderabad,Madhapur,A,5856.06,8.037,30.44,28.37,31.66,69.02,8.32,0,0,2.635,0.728594,5,8
128,Jubilee Hills,Banjara Hills,B,34565.79,90.155,26.54,23.95,29.43,67.28,0.9,0,0,7.512,0.383406,4,7
59,Secunderabad,Begumpet,B,17819.18,26.451,34.03,30.2,36.86,88.82,1.18,0,1,3.563,0.673678,6,13
87,KPHB,Hitech City,C,27728.59,63.738,25.21,19.95,27.73,81.23,0.34,0,0,8.275,0.435037,4,22
27,Hyderabad,Dilsukhnagar,C,11935.57,22.079,24.91,20.57,26.52,40.82,3.23,0,0,6.659,0.540587,3,2
37,Gachibowli,Airport,A,12120.92,15.605,24.25,21.97,25.88,62.06,8.64,0,1,2.472,0.776713,7,18
118,Airport,Gachibowli,A,30667.82,36.722,23.45,19.38,27.35,88.27,7.27,0,0,1.916,0.835131,5,6
56,Secunderabad,Gachibowli,B,17243.03,41.061,34.3,30.58,35.45,90.56,12.24,0,0,5.715,0.419937,3,21
1,Hyderabad,Gachibowli,A,4957.53,8.815,33.69,30.22,36.59,68.95,2.48,3,0,4.979,0.562398,2,11
31,Gachibowli,Madhapur,A,11783.26,16.96,26.37,23.04,29.57,59.12,3.28,1,0,2.879,0.694771,1,1
59,Secunderabad,Begumpet,B,17848.83,34.907,27.51,25.11,28.67,68.63,9.08,2,0,7.041,0.511319,1,0
15,Hyderabad,Begumpet,C,9805.1,26.105,25.07,19.4,26.2,84.09,5.11,2,0,14.377,0.375596,1,2
14,Hyderabad,Begumpet,B,7880.48,12.376,34.47,30.12,36.23,93.91,1.18,1,1,4.712,0.636734,7,11
56,Secunderabad,Gachibowli,B,17523.56,45.096,34.44,31.49,38.23,57.55,6.09,1,0,7.72,0.388583,5,3
68,Uppal,Secunderabad,B,19998.52,30.013,25.93,21.91,27.41,68.05,8.24,0,0,3.602,0.666337,5,11
98,LB Nagar,Hitech City,B,27546.15,51.464,34.8,28.83,38.31,67.83,5.72,1,0,5.605,0.535249,2,22
64,Uppal,Gachibowli,A,19038.23,41.15,28.54,24.39,30.89,77.2,7.02,1,0,5.187,0.462653,2,10
