source,destination,route_id,traffic_distance_m,traffic_duration_min,temp,tempmin,tempmax,humidity,windspeed,conditions,is_weekend,traffic_pressure,traffic_efficiency,day_of_week
Hyderabad,Gachibowli,2.0,0.71134,0.618027,0.643011,0.62879,0.751266,0.523119,0.637999,1.0,0,0.702101,1.618049,2
Hyderabad,Gachibowli,2.0,0.877669,0.46496,0.253556,0.388581,0.508192,0.366348,0.877987,0.522096,0,0.490308,2.15072,3
Hyderabad,Gachibowli,2.0,0.800134,0.335814,0.373992,0.37867,0.375333,0.363914,0.986783,0.525586,1,0.397059,2.977826,6
Hyderabad,Gachibowli,2.0,0.79236,0.415645,0.206812,0.345399,0.508209,0.485317,0.952127,0.484361,1,0.401269,2.405893,7
Hyderabad,Gachibowli,2.0,0.799848,0.618165,0.326682,0.36132,0.283535,0.43663,0.730704,0.510355,0,0.521131,1.617687,3
Hyderabad,Gachibowli,2.0,0.767477,0.771226,0.284135,0.18412,0.347701,0.508964,0.760325,0.559732,0,0.584739,1.296635,2
Hyderabad,Gachibowli,2.0,0.783415,0.595429,0.26268,0.134451,0.236542,0.435689,0.701014,0.517059,0,0.7028,1.679459,2
Hyderabad,Gachibowli,3.0,0.732741,0.699044,0.26943,0.07321,0.365603,0.672663,0.233446,0.021213,0,0.599327,1.430524,1
Hyderabad,Gachibowli,3.0,0.692546,0.407618,0.310071,0.17755,0.288051,0.619915,0.298949,0.0,1,0.33213,2.453269,6
Hyderabad,Gachibowli,3.0,0.788678,0.633805,0.268893,0.098671,0.361182,0.571053,0.165412,0.0,0,0.62494,1.57777,3
Hyderabad,Gachibowli,3.0,0.701957,0.514178,0.179049,0.001669,0.203613,0.567116,0.132748,0.0,0,0.456297,1.944848,5
Hyderabad,Gachibowli,3.0,0.723006,0.392005,0.097865,0.0,0.265907,0.562573,0.091474,0.0,1,0.335775,2.550984,6
Hyderabad,Gachibowli,3.0,0.738623,0.530259,0.178509,0.062613,0.275915,0.626242,0.026537,0.058883,0,0.440704,1.885868,5
Hyderabad,Gachibowli,3.0,0.784616,0.657247,0.213801,0.0,0.164387,0.659842,0.268174,1.0,0,0.615044,1.521495,5
Hyderabad,Gachibowli,3.0,0.727028,0.671895,0.27633,0.099573,0.271415,0.598516,0.369057,1.0,0,0.53893,1.488325,4
Hyderabad,Gachibowli,3.0,0.799035,0.495971,0.196922,0.0,0.268561,0.580325,0.357477,1.0,1,0.428029,2.016242,6
Hyderabad,Gachibowli,3.0,0.849013,0.522705,0.247026,0.157801,0.442134,0.738441,0.31401,0.985763,0,0.499741,1.913121,3
Hyderabad,Gachibowli,3.0,0.619484,0.635259,0.131259,0.149709,0.356567,0.565045,0.311906,0.966202,0,0.536513,1.574158,5
Hyderabad,Gachibowli,3.0,0.7446,0.401243,0.172925,0.03507,0.340513,0.744847,0.313553,0.942896,1,0.353398,2.492247,6
Hyderabad,Gachibowli,3.0,0.762359,0.377611,0.514503,0.400006,0.471851,0.635103,0.0,0.996681,1,0.365433,2.648217,7
Hyderabad,Gachibowli,3.0,0.757406,0.375671,0.499602,0.318259,0.453092,0.731023,0.083955,0.893599,1,0.316994,2.661895,7
Hyderabad,Gachibowli,3.0,0.72723,0.592181,0.471169,0.36099,0.514151,0.694093,0.028598,1.0,0,0.348466,1.688669,2
Hyderabad,Gachibowli,3.0,0.707894,0.580009,0.599561,0.537304,0.729017,0.758533,0.114604,1.0,1,0.354937,1.724109,6
Hyderabad,Gachibowli,3.0,0.811043,0.674941,0.63801,0.459231,0.705618,0.785243,0.005336,0.96757,0,0.594133,1.481608,4
Hyderabad,Gachibowli,3.0,0.752266,0.434804,0.716021,0.629722,0.875072,0.718978,0.010434,0.87194,1,0.301099,2.299884,7
Hyderabad,Gachibowli,3.0,0.764867,0.593567,0.461791,0.373815,0.757908,0.444247,0.351435,0.042211,0,0.498829,1.684727,5
Hyderabad,Gachibowli,3.0,0.771596,0.451263,0.484952,0.273501,0.810216,0.507849,0.259117,0.094063,1,0.325855,2.215998,7
Hyderabad,Gachibowli,3.0,0.739262,0.789949,0.464112,0.390347,0.758786,0.478841,0.172722,0.0,0,0.571321,1.265902,3
Hyderabad,Gachibowli,3.0,0.755289,0.621399,0.508378,0.17684,0.857372,0.596494,0.132319,1.0,0,0.62359,1.609268,5
Hyderabad,Gachibowli,3.0,0.670862,0.718342,0.456038,0.274773,0.768271,0.605291,0.192845,1.0,0,0.617249,1.392092,1
Hyderabad,Gachibowli,3.0,0.725868,0.600448,0.5085,0.203395,0.810609,0.542435,0.206663,0.980769,0,0.605232,1.66542,4
Hyderabad,Gachibowli,3.0,0.67665,0.717749,0.505863,0.536115,1.0,0.412673,0.084599,1.0,0,0.499855,1.393243,2
Hyderabad,Gachibowli,3.0,0.776548,0.608298,0.480246,0.404596,1.0,0.375157,0.145282,1.0,0,0.467652,1.643928,2
Hyderabad,Gachibowli,3.0,0.750785,0.337413,0.579145,0.471327,0.967248,0.434287,0.08958,0.851534,1,0.302843,2.963721,7
Hyderabad,Gachibowli,3.0,0.752608,0.367384,0.725088,0.698193,0.809303,0.487104,0.23198,0.951777,1,0.33864,2.721943,7
Hyderabad,Gachibowli,3.0,0.681908,0.646296,0.663216,0.668912,0.751128,0.526956,0.23252,1.0,0,0.49802,1.547276,5
Hyderabad,Gachibowli,3.0,0.750095,0.419286,0.910432,0.652755,0.805638,0.614089,0.204249,1.0,1,0.313587,2.385001,7
Hyderabad,Gachibowli,3.0,0.773059,0.472527,0.682452,0.900574,0.395424,0.603483,0.241583,0.507148,0,0.462559,2.116279,5
Hyderabad,Gachibowli,3.0,0.741238,0.571132,0.775204,0.953808,0.468024,0.670349,0.177184,0.592274,0,0.529063,1.750905,4
Hyderabad,Gachibowli,3.0,0.697695,0.701301,0.608469,0.970084,0.362374,0.708548,0.237793,0.543014,0,0.580163,1.42592,4
Hyderabad,Gachibowli,3.0,0.70812,0.575369,0.625405,0.621775,0.431233,0.834422,0.520572,0.503302,0,0.78907,1.738014,1
Hyderabad,Gachibowli,3.0,0.705088,0.635333,0.626984,0.684125,0.51627,0.727812,0.487334,0.481987,0,0.703583,1.573976,4
Hyderabad,Gachibowli,3.0,0.782031,0.491946,0.703207,0.530907,0.445064,0.931155,0.579219,0.494862,1,0.324724,2.032738,6
Hyderabad,Gachibowli,3.0,0.688129,0.512998,0.613125,0.681336,0.806683,0.622648,0.598707,1.0,0,0.558006,1.949321,3
Hyderabad,Gachibowli,3.0,0.714518,0.545716,0.558686,0.651984,0.754829,0.490244,0.572196,0.976406,0,0.511548,1.832453,3
Hyderabad,Gachibowli,3.0,0.73091,0.574065,0.596537,0.648963,0.72633,0.532299,0.581715,1.0,0,0.556597,1.741961,3
Hyderabad,Gachibowli,3.0,0.708582,0.338851,0.216,0.5133,0.429207,0.321802,0.809528,0.482456,1,0.375842,2.951139,7
Hyderabad,Gachibowli,3.0,0.726216,0.552309,0.324388,0.374642,0.432515,0.416471,0.893054,0.494556,0,0.600358,1.810577,5
Hyderabad,Gachibowli,3.0,0.755995,0.428858,0.237874,0.435828,0.478793,0.395313,0.941265,0.481769,1,0.393061,2.331767,6
Hyderabad,Gachibowli,3.0,0.810363,0.41704,0.22209,0.207618,0.25386,0.320116,0.812199,0.560965,1,0.358676,2.397844,6
Hyderabad,Gachibowli,3.0,0.786639,0.392778,0.224625,0.187615,0.260727,0.38111,0.737229,0.599891,0,0.536384,2.545964,3
Hyderabad,Gachibowli,3.0,0.847172,0.375837,0.161851,0.145915,0.227463,0.261998,0.742742,0.52823,1,0.286887,2.660724,7
Hyderabad,LB Nagar,1.0,0.495965,0.370633,0.2247,0.145888,0.037159,0.808012,0.117112,0.0,1,0.29516,2.698081,6
Hyderabad,LB Nagar,1.0,0.571207,0.563011,0.26987,0.10318,0.075954,0.808511,0.154609,0.042137,0,0.455596,1.776161,5
Hyderabad,LB Nagar,1.0,0.480637,0.519815,0.279027,0.04748,0.019976,0.894146,0.068183,0.0,0,0.577306,1.923759,1
Hyderabad,LB Nagar,1.0,0.550874,0.473577,0.102544,0.089992,0.0,1.0,0.09085,0.0,1,0.414749,2.111586,7
Hyderabad,LB Nagar,1.0,0.648381,0.792953,0.0,0.01633,0.0,1.0,0.0,0.0,0,0.675154,1.261107,2
Hyderabad,LB Nagar,1.0,0.534673,0.6162,0.0,0.00102,0.0,0.901707,0.010667,0.075817,0,0.651314,1.622847,1
Hyderabad,LB Nagar,1.0,0.5013,0.395823,0.041355,0.065977,0.070149,0.922248,0.225395,0.985602,1,0.311307,2.526376,6
Hyderabad,LB Nagar,1.0,0.584264,0.47293,0.082251,0.130148,0.08972,0.758065,0.358131,0.976209,0,0.498729,2.114475,3
Hyderabad,LB Nagar,1.0,0.535814,0.721598,0.0,0.090567,0.125307,0.794842,0.22896,0.999764,0,0.590309,1.385812,1
Hyderabad,LB Nagar,1.0,0.554293,0.477129,0.11051,0.100167,0.195891,0.742018,0.355349,0.9698,1,0.322297,2.095867,6
Hyderabad,LB Nagar,1.0,0.506197,0.372396,0.178245,0.073294,0.227336,0.840986,0.337325,1.0,1,0.380017,2.685303,7
Hyderabad,LB Nagar,1.0,0.537697,0.631966,0.047234,0.121,0.12001,0.747638,0.393599,0.961964,0,0.625363,1.582362,4
Hyderabad,LB Nagar,1.0,0.623938,0.730963,0.19133,0.330472,0.225223,0.945207,0.256565,0.964356,0,0.46918,1.368056,2
Hyderabad,LB Nagar,1.0,0.506205,0.614785,0.144449,0.342503,0.154668,0.92845,0.177085,1.0,0,0.501507,1.626583,1
Hyderabad,LB Nagar,1.0,0.614859,0.511906,0.307138,0.381793,0.122379,0.822039,0.201453,0.985891,0,0.534583,1.953481,4
Hyderabad,LB Nagar,1.0,0.54217,0.670691,0.527114,0.508705,0.454448,0.860079,0.065936,0.926433,0,0.629335,1.490998,1
Hyderabad,LB Nagar,1.0,0.500528,0.615129,0.419941,0.542595,0.540608,0.911803,0.0,0.960482,0,0.631024,1.625673,1
Hyderabad,LB Nagar,1.0,0.510221,0.329268,0.393783,0.597523,0.544797,0.810472,0.106968,0.966154,1,0.307823,3.037028,7
Hyderabad,LB Nagar,1.0,0.56408,0.345628,0.442347,0.401891,0.689167,0.691849,0.275094,0.0,1,0.312263,2.893274,7
Hyderabad,LB Nagar,1.0,0.55992,0.546162,0.4402,0.356364,0.693544,0.570111,0.092367,0.008251,0,0.560552,1.830954,3
Hyderabad,LB Nagar,1.0,0.544622,0.572243,0.381276,0.400015,0.714624,0.513277,0.166615,0.0,0,0.437621,1.747506,2
Hyderabad,LB Nagar,1.0,0.606681,0.395079,0.346504,0.27489,0.371717,0.716044,0.323777,0.961495,1,0.332759,2.531134,7
Hyderabad,LB Nagar,1.0,0.576585,0.613952,0.594326,0.227395,0.418114,0.76725,0.262321,1.0,0,0.523437,1.628789,4
Hyderabad,LB Nagar,1.0,0.496859,0.561301,0.442079,0.170473,0.457068,0.688829,0.291527,1.0,0,0.642262,1.781571,2
Hyderabad,LB Nagar,1.0,0.62128,0.336305,0.543364,0.395377,0.705014,0.991578,0.192873,0.988739,1,0.305264,2.973484,7
Hyderabad,LB Nagar,1.0,0.555204,0.411871,0.447191,0.338507,0.635139,0.894778,0.141137,0.927898,1,0.449232,2.427941,6
Hyderabad,LB Nagar,1.0,0.608573,0.686424,0.452116,0.384604,0.709164,0.912041,0.296921,0.994598,0,0.691818,1.456823,1
Hyderabad,LB Nagar,1.0,0.461834,0.651661,0.753166,0.749555,0.805414,0.739318,0.184857,0.932853,0,0.656605,1.534538,1
Hyderabad,LB Nagar,1.0,0.563261,0.545055,0.773335,0.667484,0.626304,0.62459,0.120033,0.958086,0,0.560679,1.834673,5
Hyderabad,LB Nagar,1.0,0.551761,0.372099,0.668978,0.693924,0.730102,0.576195,0.192216,1.0,1,0.411617,2.687451,7
Hyderabad,LB Nagar,1.0,0.555511,0.460334,0.537256,0.97785,0.055051,0.998069,0.316692,0.585009,1,0.333859,2.17233,6
Hyderabad,LB Nagar,1.0,0.567622,0.366027,0.547126,0.819084,0.028928,0.959498,0.401744,0.536849,1,0.228819,2.732028,7
Hyderabad,LB Nagar,1.0,0.614617,0.415862,0.585353,0.831959,0.0,0.981964,0.385087,0.520843,1,0.352962,2.404636,6
Hyderabad,LB Nagar,1.0,0.630677,0.593167,0.557812,0.674887,0.372002,0.848041,0.478117,0.63619,0,0.742526,1.685863,1
Hyderabad,LB Nagar,1.0,0.552237,0.564303,0.601832,0.649162,0.405202,0.820716,0.465063,0.504206,0,0.65332,1.772094,1
Hyderabad,LB Nagar,1.0,0.630463,0.683812,0.562937,0.681708,0.243393,0.911165,0.499727,0.541444,0,0.68427,1.462388,2
Hyderabad,LB Nagar,1.0,0.561064,0.375947,0.680809,0.669624,0.742679,0.56326,0.696801,1.0,1,0.418301,2.65994,6
Hyderabad,LB Nagar,1.0,0.506302,0.622684,0.593856,0.7765,0.782018,0.556326,0.592062,0.991494,0,0.496438,1.605947,2
Hyderabad,LB Nagar,1.0,0.592358,0.507112,0.722405,0.766032,0.833292,0.616606,0.602929,0.947558,0,0.484589,1.971947,2
Hyderabad,LB Nagar,1.0,0.538058,0.397491,0.370078,0.635467,0.284788,0.217576,0.877718,0.526008,1,0.37243,2.515774,7
Hyderabad,LB Nagar,1.0,0.4949,0.728753,0.3932,0.667498,0.310638,0.237972,0.919174,0.430137,0,0.719722,1.372205,3
Hyderabad,LB Nagar,1.0,0.526736,0.617416,0.411106,0.626501,0.37557,0.148032,0.888924,0.454456,0,0.782979,1.61965,4
Hyderabad,LB Nagar,1.0,0.514879,0.626498,0.40187,0.434455,0.508738,0.192865,0.695862,0.534255,0,0.63002,1.596172,2
Hyderabad,LB Nagar,1.0,0.412475,0.362462,0.320804,0.540929,0.446599,0.237055,0.703333,0.506148,1,0.274786,2.758904,7
Hyderabad,LB Nagar,1.0,0.503146,0.606151,0.222734,0.425568,0.551631,0.286019,0.550734,0.495161,0,0.554026,1.649753,1
Hyderabad,LB Nagar,2.0,0.659672,0.524758,0.237667,0.163698,0.011356,0.791151,0.062525,0.0,0,0.556048,1.905635,4
Hyderabad,LB Nagar,2.0,0.529542,0.676597,0.263278,0.024957,0.082623,0.78666,0.132488,0.054122,0,0.487111,1.477983,3
Hyderabad,LB Nagar,2.0,0.587526,0.336631,0.165437,0.128409,0.062512,0.854188,0.074602,0.073738,1,0.36981,2.9706,7
Hyderabad,LB Nagar,2.0,0.458164,0.57965,0.089271,0.054573,0.029846,0.852563,0.028463,0.037063,0,0.421934,1.725175,2
Hyderabad,LB Nagar,2.0,0.503162,0.618432,0.074866,0.0,0.008561,0.804566,0.0587,0.0,0,0.596526,1.61699,4
Hyderabad,LB Nagar,2.0,0.620665,0.64357,0.036101,0.127137,0.060324,0.900087,0.01532,0.101339,0,0.487739,1.55383,2
Hyderabad,LB Nagar,2.0,0.55549,0.398319,0.047835,0.057151,0.101441,0.820498,0.226118,0.961363,1,0.345663,2.510541,6
Hyderabad,LB Nagar,2.0,0.571099,0.568357,0.084402,0.035144,0.1122,0.938667,0.383102,0.993403,0,0.459281,1.759455,5
Hyderabad,LB Nagar,2.0,0.620705,0.67595,0.131607,0.032866,0.032318,0.819384,0.380844,0.975613,0,0.552116,1.479396,5
Hyderabad,LB Nagar,2.0,0.689996,0.673306,0.12393,0.197332,0.120888,0.807687,0.403059,0.961057,0,0.561591,1.485206,2
Hyderabad,LB Nagar,2.0,0.740957,0.370362,0.189866,0.039719,0.137505,0.859065,0.408259,0.949301,1,0.456018,2.700055,6
Hyderabad,LB Nagar,2.0,0.559091,0.628417,0.176716,0.153359,0.186176,0.839289,0.35888,1.0,0,0.638028,1.591299,3
Hyderabad,LB Nagar,2.0,0.501591,0.535846,0.20711,0.441406,0.209822,0.963627,0.103029,1.0,0,0.492335,1.866204,4
Hyderabad,LB Nagar,2.0,0.584712,0.392748,0.273756,0.457754,0.123896,0.910329,0.260126,1.0,1,0.36666,2.546159,6
Hyderabad,LB Nagar,2.0,0.600332,0.627713,0.266899,0.444476,0.147317,0.909535,0.201083,1.0,0,0.469773,1.593083,4
Hyderabad,LB Nagar,2.0,0.594492,0.647972,0.515594,0.603158,0.427893,0.987954,0.034395,0.959817,0,0.466948,1.543273,5
Hyderabad,LB Nagar,2.0,0.543801,0.387497,0.440356,0.639804,0.518657,0.789277,0.013907,0.910528,1,0.327407,2.580659,7
Hyderabad,LB Nagar,2.0,0.544062,0.76736,0.51532,0.580286,0.494533,0.900487,0.0,0.976702,0,0.664885,1.303167,1
Hyderabad,LB Nagar,2.0,0.594632,0.316222,0.527917,0.389376,0.720467,0.598861,0.0,0.039012,1,0.420116,3.162326,7
Hyderabad,LB Nagar,2.0,0.49055,0.563408,0.504064,0.416765,0.638303,0.779199,0.135388,0.0,0,0.619486,1.774909,4
Hyderabad,LB Nagar,2.0,0.52038,0.682426,0.493057,0.387702,0.601197,0.751717,0.115224,0.036073,0,0.669415,1.465358,1
Hyderabad,LB Nagar,2.0,0.585499,0.787823,0.348077,0.377438,0.427251,0.788543,0.178514,0.987858,0,0.567276,1.269318,1
Hyderabad,LB Nagar,2.0,0.63465,0.566132,0.337596,0.224934,0.47787,0.755965,0.142729,0.988148,0,0.604579,1.766368,5
Hyderabad,LB Nagar,2.0,0.558253,0.710351,0.276775,0.266044,0.475318,0.803331,0.259129,1.0,0,0.557965,1.407753,2
Hyderabad,LB Nagar,2.0,0.518673,0.322518,0.514446,0.387893,0.699506,0.806515,0.251778,0.964919,1,0.341898,3.100597,7
Hyderabad,LB Nagar,2.0,0.547701,0.651493,0.470327,0.360568,0.712512,0.813658,0.2633,0.880096,0,0.530701,1.534934,3
Hyderabad,LB Nagar,2.0,0.555871,0.634669,0.526916,0.494503,0.669238,0.897512,0.30888,1.0,0,0.582815,1.575622,4
Hyderabad,LB Nagar,2.0,0.478828,0.516034,0.704662,0.61739,0.748715,0.846923,0.261798,1.0,0,0.700717,1.937854,2
Hyderabad,LB Nagar,2.0,0.43325,0.678684,0.662842,0.799894,0.700793,0.801559,0.170623,0.881351,0,0.63989,1.473438,1
Hyderabad,LB Nagar,2.0,0.615052,0.41528,0.679756,0.732696,0.797304,0.886514,0.148847,0.974304,1,0.376948,2.408008,7
Hyderabad,LB Nagar,2.0,0.538979,0.604543,0.656141,0.927316,0.09309,0.89619,0.234375,0.463108,0,0.57796,1.65414,1
Hyderabad,LB Nagar,2.0,0.514479,0.600911,0.609401,0.976435,0.093379,0.878698,0.066884,0.541707,0,0.459346,1.664137,4
Hyderabad,LB Nagar,2.0,0.478314,0.424983,0.547714,0.89639,0.086639,0.905622,0.283023,0.568314,1,0.275122,2.353032,6
Hyderabad,LB Nagar,2.0,0.503571,0.633299,0.611977,0.716197,0.302479,0.968658,0.526411,0.595081,0,0.572393,1.57903,4
Hyderabad,LB Nagar,2.0,0.620196,0.647762,0.554809,0.664876,0.338528,0.908255,0.376853,0.493396,0,0.641652,1.543775,2
Hyderabad,LB Nagar,2.0,0.46455,0.649978,0.525679,0.565731,0.291527,1.0,0.41241,0.544482,0,0.681721,1.53851,1
Hyderabad,LB Nagar,2.0,0.569451,0.585582,0.544397,0.717989,0.797127,0.612092,0.627863,0.978532,0,0.793885,1.707699,2
Hyderabad,LB Nagar,2.0,0.552023,0.35332,0.642638,0.722101,0.796751,0.56386,0.691927,1.0,1,0.372603,2.830284,7
Hyderabad,LB Nagar,2.0,0.568453,0.546154,0.561077,0.78609,0.816613,0.587027,0.577167,0.977154,0,0.561896,1.830982,2
Hyderabad,LB Nagar,2.0,0.613029,0.592457,0.478709,0.567851,0.330516,0.201792,0.992319,0.546581,0,0.678807,1.687884,2
Hyderabad,LB Nagar,2.0,0.574127,0.592819,0.480627,0.59639,0.283396,0.157904,0.822601,0.518029,0,0.773175,1.686854,4
Hyderabad,LB Nagar,2.0,0.491056,0.644227,0.513001,0.64723,0.329283,0.279392,0.909283,0.509502,0,0.568195,1.552246,5
Hyderabad,LB Nagar,2.0,0.50741,0.658908,0.435872,0.440704,0.519922,0.238694,0.606633,0.50177,0,0.551098,1.51766,3
Hyderabad,LB Nagar,2.0,0.50023,0.561485,0.564304,0.53493,0.459212,0.192559,0.670042,0.547192,0,0.589329,1.780987,3
Hyderabad,LB Nagar,2.0,0.549634,0.678228,0.399493,0.454503,0.518482,0.213974,0.657742,0.446474,0,0.587371,1.474429,4
Hyderabad,LB Nagar,3.0,0.514024,0.360061,0.208811,0.13488,0.045983,0.81885,0.086726,0.0,1,0.297655,2.777303,7
Hyderabad,LB Nagar,3.0,0.606369,0.42427,0.197911,0.138133,0.056682,0.768924,0.21059,0.0,1,0.393631,2.356986,6
Hyderabad,LB Nagar,3.0,0.430867,0.634637,0.186334,0.161563,0.068305,0.726881,0.135666,0.0,0,0.534409,1.5757,2
Hyderabad,LB Nagar,3.0,0.585044,0.59024,0.019823,0.0,0.029252,0.925681,0.07022,0.047022,0,0.550332,1.694224,2
Hyderabad,LB Nagar,3.0,0.575748,0.769366,0.020508,0.050669,0.0,0.899204,0.0,0.0,0,0.556585,1.29977,2
Hyderabad,LB Nagar,3.0,0.547991,0.719458,0.067957,0.021187,0.0,0.827305,0.026186,0.0,0,0.61389,1.389933,3
Hyderabad,LB Nagar,3.0,0.596432,0.402241,0.033123,0.07403,0.033517,0.856211,0.311682,0.920957,1,0.391705,2.486065,6
Hyderabad,LB Nagar,3.0,0.53466,0.790528,0.0,0.0,0.099693,0.875716,0.240073,0.948134,0,0.519428,1.264976,1
Hyderabad,LB Nagar,3.0,0.645348,0.582389,0.029411,0.058982,0.195413,0.851023,0.346822,1.0,0,0.576937,1.717063,2
Hyderabad,LB Nagar,3.0,0.52002,0.684,0.242271,0.174526,0.218935,0.776234,0.287879,1.0,0,0.635492,1.461986,3
Hyderabad,LB Nagar,3.0,0.569514,0.676732,0.180245,0.111821,0.17452,0.767138,0.363588,0.902692,0,0.699829,1.477687,3
Hyderabad,LB Nagar,3.0,0.500141,0.61334,0.150711,0.113115,0.079589,0.833328,0.325755,0.952531,0,0.676615,1.630415,2
Hyderabad,LB Nagar,3.0,0.589715,0.564853,0.35308,0.395257,0.147108,0.979779,0.256616,0.955808,0,0.552086,1.770369,3
Hyderabad,LB Nagar,3.0,0.605907,0.508019,0.334886,0.400351,0.101728,1.0,0.244776,1.0,1,0.368351,1.968426,6
Hyderabad,LB Nagar,3.0,0.596022,0.711403,0.292835,0.49922,0.144303,0.983486,0.195535,0.999571,0,0.566371,1.405671,2
Hyderabad,LB Nagar,3.0,0.573604,0.598824,0.463775,0.560352,0.492851,0.904403,0.133265,0.995705,0,0.622839,1.669937,2
Hyderabad,LB Nagar,3.0,0.557356,0.39874,0.360989,0.570985,0.592904,0.882087,0.042598,1.0,1,0.432047,2.507896,7
Hyderabad,LB Nagar,3.0,0.581982,0.710756,0.390857,0.532008,0.532817,0.896539,0.030287,0.976516,0,0.747958,1.406951,2
Hyderabad,LB Nagar,3.0,0.549959,0.327164,0.561465,0.403548,0.70814,0.701692,0.129432,0.0,1,0.387569,3.056558,6
Hyderabad,LB Nagar,3.0,0.521068,0.604049,0.593245,0.358594,0.579791,0.712061,0.163569,0.0,0,0.48822,1.655493,3
Hyderabad,LB Nagar,3.0,0.526529,0.434101,0.390736,0.385998,0.657629,0.629496,0.101074,0.0,1,0.299726,2.303604,6
Hyderabad,LB Nagar,3.0,0.588691,0.526374,0.377654,0.237201,0.418134,0.746926,0.280133,1.0,0,0.513966,1.899786,1
Hyderabad,LB Nagar,3.0,0.529116,0.398609,0.317251,0.250591,0.337967,0.71961,0.21426,0.881865,1,0.326411,2.508721,6
Hyderabad,LB Nagar,3.0,0.520037,0.515827,0.304359,0.296604,0.484526,0.672568,0.27818,1.0,0,0.49507,1.938632,1
Hyderabad,LB Nagar,3.0,0.526576,0.36134,0.625382,0.445968,0.717372,0.836031,0.219709,1.0,1,0.394866,2.767466,6
Hyderabad,LB Nagar,3.0,0.629148,0.522037,0.548713,0.326557,0.757548,0.771761,0.176587,1.0,1,0.44741,1.915568,6
Hyderabad,LB Nagar,3.0,0.576541,0.337099,0.551557,0.355508,0.678214,0.814704,0.226953,1.0,1,0.314784,2.966478,7
Hyderabad,LB Nagar,3.0,0.585857,0.74734,0.80083,0.782832,0.736145,0.800498,0.146638,1.0,0,0.653408,1.338078,4
Hyderabad,LB Nagar,3.0,0.573111,0.663623,0.883714,0.641586,0.683016,0.787266,0.23181,0.977075,0,0.606392,1.506877,3
Hyderabad,LB Nagar,3.0,0.663894,0.436266,0.75771,0.684979,0.667631,0.84581,0.160538,0.998607,1,0.382357,2.292176,7
Hyderabad,LB Nagar,3.0,0.536946,0.577976,0.586889,0.873316,0.045627,0.915947,0.330234,0.585347,0,0.697511,1.730172,4
Hyderabad,LB Nagar,3.0,0.569712,0.661751,0.594194,0.903541,0.092907,1.0,0.221198,0.58986,0,0.65234,1.511141,3
Hyderabad,LB Nagar,3.0,0.514657,0.476356,0.436279,0.94061,0.1074,0.953953,0.277264,0.501266,1,0.415302,2.099267,6
Hyderabad,LB Nagar,3.0,0.532167,0.436003,0.480375,0.646732,0.295812,0.903237,0.494467,0.399779,1,0.387603,2.293556,7
Hyderabad,LB Nagar,3.0,0.531713,0.511682,0.474919,0.626441,0.318766,0.835162,0.320774,0.442745,1,0.456854,1.954335,6
Hyderabad,LB Nagar,3.0,0.555806,0.618378,0.461943,0.654149,0.309502,0.769744,0.417784,0.505636,0,0.606652,1.617131,2
Hyderabad,LB Nagar,3.0,0.595109,0.540441,0.655613,0.66847,0.812456,0.567582,0.627133,1.0,0,0.681915,1.850338,5
Hyderabad,LB Nagar,3.0,0.527457,0.43368,0.714844,0.699924,0.832284,0.528176,0.711195,1.0,1,0.381922,2.305842,6
Hyderabad,LB Nagar,3.0,0.53757,0.516044,0.694795,0.660792,0.85655,0.477394,0.747117,1.0,1,0.507931,1.937815,6
Hyderabad,LB Nagar,3.0,0.558381,0.617132,0.560403,0.647492,0.208267,0.210127,0.844463,0.42743,0,0.502702,1.620396,3
Hyderabad,LB Nagar,3.0,0.557298,0.462528,0.556692,0.571956,0.300429,0.300302,0.927269,0.525001,1,0.429382,2.162025,6
Hyderabad,LB Nagar,3.0,0.573746,0.376417,0.438142,0.653333,0.199898,0.283225,0.870232,0.531452,1,0.40352,2.656621,7
Hyderabad,LB Nagar,3.0,0.578922,0.554153,0.47156,0.391657,0.543174,0.350657,0.724487,0.503471,0,0.570007,1.804554,4
Hyderabad,LB Nagar,3.0,0.599567,0.476164,0.490926,0.494029,0.413423,0.296079,0.720747,0.45854,0,0.579497,2.100115,3
Hyderabad,LB Nagar,3.0,0.611316,0.462326,0.372094,0.421586,0.509646,0.244776,0.577898,0.565717,0,0.495555,2.162971,3
Hyderabad,Miyapur,1.0,0.92029,0.599527,0.32062,0.126676,0.321226,0.821172,0.210731,0.026917,1,0.601179,1.667979,7
Hyderabad,Miyapur,1.0,0.977305,0.628438,0.403901,0.085815,0.351097,0.768744,0.178286,0.0,1,0.580474,1.591244,6
Hyderabad,Miyapur,1.0,0.927729,1.049544,0.315658,0.058505,0.357065,0.687307,0.242688,0.0,0,1.090652,0.952794,1
Hyderabad,Miyapur,1.0,0.867351,1.068887,0.076253,0.0,0.281582,0.584106,0.077879,0.028317,0,0.901947,0.935552,2
Hyderabad,Miyapur,1.0,0.868151,1.14022,0.097439,0.019954,0.223765,0.553232,0.183676,0.0,0,0.893358,0.877023,4
Hyderabad,Miyapur,1.0,1.0,1.083142,0.131286,0.0,0.234115,0.587374,0.165679,0.0,0,1.005219,0.92324,2
Hyderabad,Miyapur,1.0,1.0,0.930419,0.152413,0.0,0.233132,0.557391,0.261357,1.0,0,0.785984,1.074784,5
